fid,DN,X_Coord,Y_Coord
"1384","54",,
"1385","53",,
"1386","54",,
"1387","55",,
"1388","54",,
"1389","52",,
"1390","50",,
"1391","52",,
"1392","54",,
"1393","57",,
"1394","57",,
"1395","55",,
"1396","53",,
"1397","54",,
"1398","55",,
"1399","55",,
"1400","53",,
"1401","51",,
"1402","52",,
"1403","54",,
"1404","54",,
"1405","53",,
"1406","52",,
"1407","53",,
"1408","55",,
"1409","53",,
"1410","54",,
"1411","53",,
"1412","53",,
"1413","52",,
"1414","53",,
"1415","54",,
"1416","53",,
"1417","54",,
"1418","54",,
"1419","53",,
"1420","54",,
"1421","59",,
"1422","58",,
"1423","57",,
"1424","56",,
"1425","55",,
"1426","54",,
"1427","53",,
"1428","51",,
"1429","52",,
"1430","53",,
"1431","51",,
"1432","52",,
"1433","53",,
"1434","57",,
"1435","58",,
"1436","54",,
"1437","53",,
"1438","54",,
"1439","55",,
"1440","51",,
"1441","52",,
"1442","62",,
"1443","59",,
"1444","58",,
"1445","54",,
"1446","53",,
"1447","52",,
"1448","50",,
"1449","51",,
"1450","52",,
"1451","56",,
"1452","55",,
"1453","56",,
"1454","55",,
"1455","53",,
"1456","53",,
"1457","52",,
"1458","53",,
"1459","52",,
"1460","57",,
"1461","53",,
"1462","54",,
"1463","55",,
"1464","54",,
"1465","55",,
"1466","55",,
"1467","59",,
"1468","60",,
"1469","57",,
"1470","54",,
"1471","58",,
"1472","61",,
"1473","60",,
"1474","54",,
"1475","52",,
"1476","53",,
"1477","56",,
"1478","58",,
"1479","55",,
"1480","53",,
"1481","54",,
"1482","53",,
"1483","50",,
"1484","51",,
"1485","53",,
"1486","51",,
"1487","51",,
"1488","54",,
"1489","57",,
"1490","58",,
"1491","54",,
"1492","53",,
"1493","52",,
"1494","51",,
"1495","53",,
"1496","54",,
"1497","55",,
"1498","54",,
"1499","60",,
"1500","57",,
"1501","54",,
"1502","55",,
"1503","54",,
"1504","57",,
"1505","55",,
"1506","54",,
"1507","53",,
"1508","51",,
"1509","52",,
"1510","52",,
"1511","52",,
"1512","56",,
"1513","54",,
"1514","53",,
"1515","51",,
"1516","53",,
"1517","55",,
"1518","58",,
"1519","56",,
"1520","54",,
"1521","56",,
"1522","61",,
"1523","58",,
"1524","56",,
"1525","57",,
"1526","54",,
"1527","52",,
"1528","54",,
"1529","56",,
"1530","58",,
"1531","53",,
"1532","53",,
"1533","52",,
"1534","53",,
"1535","52",,
"1536","54",,
"1537","58",,
"1538","59",,
"1539","58",,
"1540","60",,
"1541","63",,
"1542","67",,
"1543","60",,
"1544","51",,
"1545","57",,
"1546","55",,
"1547","54",,
"1548","57",,
"1549","54",,
"1550","53",,
"1551","53",,
"1552","54",,
"1553","59",,
"1554","61",,
"1555","55",,
"1556","59",,
"1557","60",,
"1558","58",,
"1559","59",,
"1560","59",,
"1561","56",,
"1562","58",,
"1563","55",,
"1564","53",,
"1565","53",,
"1566","53",,
"1567","54",,
"1568","51",,
"1569","55",,
"1570","57",,
"1571","58",,
"1572","54",,
"1573","55",,
"1574","56",,
"1575","58",,
"1576","59",,
"1577","59",,
"1578","61",,
"1579","62",,
"1580","60",,
"1581","59",,
"1582","57",,
"1583","61",,
"1584","54",,
"1585","55",,
"1586","58",,
"1587","59",,
"1588","60",,
"1589","61",,
"1590","59",,
"1591","58",,
"1592","56",,
"1593","54",,
"1594","57",,
"1595","63",,
"1596","61",,
"1597","58",,
"1598","55",,
"1599","55",,
"1600","54",,
"1601","55",,
"1602","56",,
"1603","63",,
"1604","61",,
"1605","59",,
"1606","59",,
"1607","60",,
"1608","62",,
"1609","64",,
"1610","61",,
"1611","59",,
"1612","60",,
"1613","65",,
"1614","62",,
"1615","59",,
"1616","58",,
"1617","55",,
"1618","54",,
"1619","51",,
"1620","52",,
"1621","60",,
"1622","61",,
"1623","60",,
"1624","59",,
"1625","62",,
"1626","60",,
"1627","59",,
"1628","60",,
"1629","58",,
"1630","60",,
"1631","59",,
"1632","52",,
"1633","53",,
"1634","59",,
"1635","58",,
"1636","58",,
"1637","58",,
"1638","59",,
"1639","61",,
"1640","62",,
"1641","61",,
"1642","60",,
"1643","59",,
"1644","58",,
"1645","54",,
"1646","52",,
"1647","53",,
"1648","57",,
"1649","60",,
"1650","60",,
"1651","59",,
"1652","53",,
"1653","51",,
"1654","55",,
"1655","58",,
"1656","61",,
"1657","62",,
"1658","63",,
"1659","62",,
"1660","61",,
"1661","59",,
"1662","53",,
"1663","54",,
"1664","54",,
"1665","56",,
"1666","55",,
"1667","56",,
"1668","61",,
"1669","62",,
"1670","64",,
"1671","66",,
"1672","67",,
"1673","66",,
"1674","64",,
"1675","62",,
"1676","61",,
"1677","52",,
"1678","51",,
"1679","52",,
"1680","53",,
"1681","52",,
"1682","54",,
"1683","52",,
"1684","54",,
"1685","53",,
"1686","52",,
"1687","54",,
"1688","55",,
"1689","54",,
"1690","55",,
"1691","63",,
"1692","66",,
"1693","70",,
"1694","71",,
"1695","69",,
"1696","65",,
"1697","63",,
"1698","50",,
"1699","51",,
"1700","51",,
"1701","54",,
"1702","53",,
"1703","54",,
"1704","53",,
"1705","51",,
"1706","50",,
"1707","52",,
"1708","53",,
"1709","56",,
"1710","59",,
"1711","55",,
"1712","62",,
"1713","64",,
"1714","67",,
"1715","72",,
"1716","66",,
"1717","62",,
"1718","53",,
"1719","52",,
"1720","52",,
"1721","55",,
"1722","52",,
"1723","57",,
"1724","59",,
"1725","61",,
"1726","60",,
"1727","59",,
"1728","55",,
"1729","54",,
"1730","61",,
"1731","63",,
"1732","66",,
"1733","68",,
"1734","69",,
"1735","67",,
"1736","65",,
"1737","61",,
"1738","53",,
"1739","53",,
"1740","54",,
"1741","53",,
"1742","55",,
"1743","52",,
"1744","58",,
"1745","59",,
"1746","60",,
"1747","63",,
"1748","64",,
"1749","61",,
"1750","62",,
"1751","64",,
"1752","65",,
"1753","66",,
"1754","65",,
"1755","63",,
"1756","62",,
"1757","55",,
"1758","53",,
"1759","53",,
"1760","52",,
"1761","50",,
"1762","54",,
"1763","53",,
"1764","60",,
"1765","62",,
"1766","60",,
"1767","61",,
"1768","62",,
"1769","63",,
"1770","62",,
"1771","61",,
"1772","60",,
"1773","57",,
"1774","60",,
"1775","55",,
"1776","56",,
"1777","53",,
"1778","54",,
"1779","53",,
"1780","52",,
"1781","54",,
"1782","55",,
"1783","51",,
"1784","52",,
"1785","54",,
"1786","59",,
"1787","58",,
"1788","53",,
"1789","53",,
"1790","52",,
"1791","55",,
"1792","57",,
"1793","58",,
"1794","53",,
"1795","60",,
"1796","59",,
"1797","61",,
"1798","60",,
"1799","53",,
"1800","53",,
"1801","55",,
"1802","57",,
"1803","58",,
"1804","57",,
"1805","59",,
"1806","53",,
"1807","56",,
"1808","57",,
"1809","57",,
"1810","59",,
"1811","60",,
"1812","57",,
"1813","59",,
"1814","58",,
"1815","57",,
"1816","58",,
"1817","60",,
"1818","61",,
"1819","62",,
"1820","61",,
"1821","60",,
"1822","60",,
"1823","55",,
"1824","58",,
"1825","60",,
"1826","54",,
"1827","55",,
"1828","53",,
"1829","55",,
"1830","61",,
"1831","63",,
"1832","62",,
"1833","61",,
"1834","60",,
"1835","54",,
"1836","53",,
"1837","56",,
"1838","61",,
"1839","60",,
"1840","56",,
"1841","56",,
"1842","58",,
"1843","54",,
"1844","57",,
"1845","62",,
"1846","64",,
"1847","66",,
"1848","67",,
"1849","64",,
"1850","63",,
"1851","54",,
"1852","56",,
"1853","62",,
"1854","63",,
"1855","64",,
"1856","63",,
"1857","62",,
"1858","53",,
"1859","54",,
"1860","55",,
"1861","57",,
"1862","52",,
"1863","53",,
"1864","54",,
"1865","58",,
"1866","61",,
"1867","70",,
"1868","65",,
"1869","64",,
"1870","62",,
"1871","55",,
"1872","55",,
"1873","61",,
"1874","63",,
"1875","66",,
"1876","68",,
"1877","66",,
"1878","63",,
"1879","61",,
"1880","60",,
"1881","54",,
"1882","52",,
"1883","50",,
"1884","51",,
"1885","55",,
"1886","55",,
"1887","55",,
"1888","62",,
"1889","66",,
"1890","63",,
"1891","55",,
"1892","54",,
"1893","55",,
"1894","62",,
"1895","64",,
"1896","68",,
"1897","71",,
"1898","68",,
"1899","64",,
"1900","54",,
"1901","57",,
"1902","59",,
"1903","56",,
"1904","55",,
"1905","57",,
"1906","57",,
"1907","61",,
"1908","60",,
"1909","53",,
"1910","58",,
"1911","58",,
"1912","59",,
"1913","53",,
"1914","52",,
"1915","56",,
"1916","54",,
"1917","55",,
"1918","56",,
"1919","53",,
"1920","54",,
"1921","59",,
"1922","61",,
"1923","52",,
"1924","53",,
"1925","61",,
"1926","64",,
"1927","63",,
"1928","62",,
"1929","54",,
"1930","52",,
"1931","54",,
"1932","59",,
"1933","61",,
"1934","63",,
"1935","66",,
"1936","68",,
"1937","66",,
"1938","63",,
"1939","60",,
"1940","59",,
"1941","53",,
"1942","57",,
"1943","57",,
"1944","58",,
"1945","57",,
"1946","51",,
"1947","53",,
"1948","54",,
"1949","56",,
"1950","55",,
"1951","62",,
"1952","63",,
"1953","62",,
"1954","59",,
"1955","58",,
"1956","53",,
"1957","50",,
"1958","54",,
"1959","55",,
"1960","58",,
"1961","56",,
"1962","62",,
"1963","63",,
"1964","61",,
"1965","59",,
"1966","58",,
"1967","60",,
"1968","55",,
"1969","53",,
"1970","57",,
"1971","58",,
"1972","60",,
"1973","59",,
"1974","58",,
"1975","54",,
"1976","52",,
"1977","51",,
"1978","53",,
"1979","56",,
"1980","60",,
"1981","61",,
"1982","60",,
"1983","55",,
"1984","53",,
"1985","54",,
"1986","55",,
"1987","55",,
"1988","56",,
"1989","58",,
"1990","59",,
"1991","58",,
"1992","59",,
"1993","60",,
"1994","61",,
"1995","60",,
"1996","59",,
"1997","57",,
"1998","56",,
"1999","60",,
"2000","61",,
"2001","60",,
"2002","56",,
"2003","59",,
"2004","61",,
"2005","59",,
"2006","53",,
"2007","52",,
"2008","53",,
"2009","54",,
"2010","54",,
"2011","51",,
"2012","55",,
"2013","60",,
"2014","59",,
"2015","58",,
"2016","55",,
"2017","57",,
"2018","58",,
"2019","59",,
"2020","61",,
"2021","62",,
"2022","65",,
"2023","67",,
"2024","66",,
"2025","64",,
"2026","62",,
"2027","58",,
"2028","56",,
"2029","54",,
"2030","55",,
"2031","56",,
"2032","57",,
"2033","56",,
"2034","55",,
"2035","56",,
"2036","58",,
"2037","52",,
"2038","56",,
"2039","55",,
"2040","56",,
"2041","58",,
"2042","57",,
"2043","59",,
"2044","60",,
"2045","63",,
"2046","66",,
"2047","72",,
"2048","69",,
"2049","65",,
"2050","63",,
"2051","62",,
"2052","57",,
"2053","58",,
"2054","51",,
"2055","54",,
"2056","58",,
"2057","55",,
"2058","56",,
"2059","58",,
"2060","57",,
"2061","59",,
"2062","67",,
"2063","66",,
"2064","57",,
"2065","56",,
"2066","58",,
"2067","57",,
"2068","58",,
"2069","59",,
"2070","60",,
"2071","57",,
"2072","56",,
"2073","55",,
"2074","58",,
"2075","65",,
"2076","68",,
"2077","67",,
"2078","65",,
"2079","62",,
"2080","61",,
"2081","60",,
"2082","53",,
"2083","60",,
"2084","64",,
"2085","65",,
"2086","63",,
"2087","55",,
"2088","58",,
"2089","59",,
"2090","57",,
"2091","58",,
"2092","61",,
"2093","59",,
"2094","59",,
"2095","60",,
"2096","62",,
"2097","63",,
"2098","55",,
"2099","54",,
"2100","54",,
"2101","54",,
"2102","53",,
"2103","56",,
"2104","62",,
"2105","61",,
"2106","65",,
"2107","62",,
"2108","60",,
"2109","61",,
"2110","62",,
"2111","61",,
"2112","60",,
"2113","57",,
"2114","56",,
"2115","55",,
"2116","54",,
"2117","53",,
"2118","54",,
"2119","55",,
"2120","61",,
"2121","61",,
"2122","63",,
"2123","62",,
"2124","64",,
"2125","61",,
"2126","58",,
"2127","61",,
"2128","63",,
"2129","66",,
"2130","65",,
"2131","62",,
"2132","52",,
"2133","55",,
"2134","56",,
"2135","61",,
"2136","62",,
"2137","63",,
"2138","62",,
"2139","61",,
"2140","62",,
"2141","62",,
"2142","60",,
"2143","60",,
"2144","59",,
"2145","53",,
"2146","52",,
"2147","62",,
"2148","66",,
"2149","72",,
"2150","70",,
"2151","64",,
"2152","60",,
"2153","54",,
"2154","55",,
"2155","54",,
"2156","51",,
"2157","54",,
"2158","57",,
"2159","60",,
"2160","63",,
"2161","67",,
"2162","66",,
"2163","63",,
"2164","62",,
"2165","59",,
"2166","60",,
"2167","61",,
"2168","71",,
"2169","53",,
"2170","56",,
"2171","55",,
"2172","54",,
"2173","56",,
"2174","58",,
"2175","59",,
"2176","64",,
"2177","68",,
"2178","58",,
"2179","59",,
"2180","60",,
"2181","59",,
"2182","57",,
"2183","58",,
"2184","64",,
"2185","65",,
"2186","62",,
"2187","55",,
"2188","56",,
"2189","57",,
"2190","58",,
"2191","59",,
"2192","60",,
"2193","61",,
"2194","63",,
"2195","64",,
"2196","61",,
"2197","57",,
"2198","59",,
"2199","58",,
"2200","55",,
"2201","56",,
"2202","54",,
"2203","52",,
"2204","62",,
"2205","61",,
"2206","58",,
"2207","56",,
"2208","58",,
"2209","61",,
"2210","63",,
"2211","62",,
"2212","56",,
"2213","55",,
"2214","54",,
"2215","55",,
"2216","56",,
"2217","57",,
"2218","58",,
"2219","53",,
"2220","54",,
"2221","55",,
"2222","60",,
"2223","56",,
"2224","59",,
"2225","64",,
"2226","70",,
"2227","68",,
"2228","64",,
"2229","55",,
"2230","52",,
"2231","50",,
"2232","54",,
"2233","56",,
"2234","66",,
"2235","73",,
"2236","70",,
"2237","65",,
"2238","63",,
"2239","57",,
"2240","59",,
"2241","55",,
"2242","57",,
"2243","53",,
"2244","51",,
"2245","52",,
"2246","55",,
"2247","59",,
"2248","60",,
"2249","58",,
"2250","59",,
"2251","58",,
"2252","60",,
"2253","58",,
"2254","61",,
"2255","59",,
"2256","56",,
"2257","53",,
"2258","52",,
"2259","55",,
"2260","61",,
"2261","62",,
"2262","56",,
"2263","55",,
"2264","54",,
"2265","55",,
"2266","56",,
"2267","58",,
"2268","64",,
"2269","68",,
"2270","67",,
"2271","64",,
"2272","62",,
"2273","54",,
"2274","53",,
"2275","54",,
"2276","58",,
"2277","59",,
"2278","55",,
"2279","56",,
"2280","58",,
"2281","59",,
"2282","61",,
"2283","62",,
"2284","63",,
"2285","64",,
"2286","63",,
"2287","62",,
"2288","54",,
"2289","52",,
"2290","54",,
"2291","62",,
"2292","63",,
"2293","62",,
"2294","54",,
"2295","55",,
"2296","54",,
"2297","55",,
"2298","57",,
"2299","58",,
"2300","59",,
"2301","61",,
"2302","63",,
"2303","64",,
"2304","65",,
"2305","66",,
"2306","65",,
"2307","64",,
"2308","62",,
"2309","53",,
"2310","61",,
"2311","53",,
"2312","54",,
"2313","53",,
"2314","55",,
"2315","64",,
"2316","66",,
"2317","69",,
"2318","71",,
"2319","70",,
"2320","67",,
"2321","65",,
"2322","63",,
"2323","62",,
"2324","61",,
"2325","57",,
"2326","56",,
"2327","55",,
"2328","56",,
"2329","60",,
"2330","53",,
"2331","51",,
"2332","50",,
"2333","52",,
"2334","54",,
"2335","56",,
"2336","59",,
"2337","60",,
"2338","59",,
"2339","58",,
"2340","60",,
"2341","65",,
"2342","68",,
"2343","72",,
"2344","77",,
"2345","74",,
"2346","70",,
"2347","66",,
"2348","64",,
"2349","52",,
"2350","51",,
"2351","53",,
"2352","57",,
"2353","59",,
"2354","61",,
"2355","60",,
"2356","62",,
"2357","67",,
"2358","71",,
"2359","73",,
"2360","76",,
"2361","53",,
"2362","59",,
"2363","61",,
"2364","62",,
"2365","63",,
"2366","67",,
"2367","71",,
"2368","74",,
"2369","74",,
"2370","72",,
"2371","54",,
"2372","56",,
"2373","61",,
"2374","62",,
"2375","63",,
"2376","64",,
"2377","65",,
"2378","68",,
"2379","72",,
"2380","63",,
"2381","67",,
"2382","65",,
"2383","58",,
"2384","54",,
"2385","58",,
"2386","60",,
"2387","76",,
"2388","71",,
"2389","69",,
"2390","53",,
"2391","50",,
"2392","52",,
"2393","61",,
"2394","62",,
"2395","63",,
"2396","67",,
"2397","70",,
"2398","76",,
"2399","81",,
"2400","80",,
"2401","73",,
"2402","57",,
"2403","52",,
"2404","53",,
"2405","59",,
"2406","60",,
"2407","61",,
"2408","60",,
"2409","61",,
"2410","62",,
"2411","63",,
"2412","64",,
"2413","71",,
"2414","75",,
"2415","79",,
"2416","72",,
"2417","70",,
"2418","68",,
"2419","66",,
"2420","58",,
"2421","53",,
"2422","54",,
"2423","60",,
"2424","62",,
"2425","63",,
"2426","62",,
"2427","60",,
"2428","63",,
"2429","65",,
"2430","66",,
"2431","69",,
"2432","73",,
"2433","75",,
"2434","73",,
"2435","71",,
"2436","69",,
"2437","67",,
"2438","64",,
"2439","53",,
"2440","52",,
"2441","53",,
"2442","58",,
"2443","59",,
"2444","56",,
"2445","55",,
"2446","56",,
"2447","64",,
"2448","62",,
"2449","66",,
"2450","68",,
"2451","70",,
"2452","71",,
"2453","70",,
"2454","69",,
"2455","68",,
"2456","66",,
"2457","65",,
"2458","54",,
"2459","52",,
"2460","51",,
"2461","52",,
"2462","54",,
"2463","57",,
"2464","59",,
"2465","61",,
"2466","60",,
"2467","58",,
"2468","56",,
"2469","59",,
"2470","58",,
"2471","55",,
"2472","53",,
"2473","55",,
"2474","57",,
"2475","59",,
"2476","61",,
"2477","64",,
"2478","65",,
"2479","66",,
"2480","68",,
"2481","69",,
"2482","68",,
"2483","67",,
"2484","66",,
"2485","65",,
"2486","64",,
"2487","53",,
"2488","52",,
"2489","53",,
"2490","58",,
"2491","60",,
"2492","59",,
"2493","57",,
"2494","57",,
"2495","55",,
"2496","58",,
"2497","60",,
"2498","56",,
"2499","59",,
"2500","60",,
"2501","62",,
"2502","63",,
"2503","64",,
"2504","65",,
"2505","66",,
"2506","65",,
"2507","64",,
"2508","57",,
"2509","58",,
"2510","54",,
"2511","59",,
"2512","56",,
"2513","63",,
"2514","65",,
"2515","64",,
"2516","56",,
"2517","58",,
"2518","59",,
"2519","61",,
"2520","60",,
"2521","64",,
"2522","61",,
"2523","62",,
"2524","58",,
"2525","57",,
"2526","63",,
"2527","54",,
"2528","59",,
"2529","60",,
"2530","62",,
"2531","61",,
"2532","54",,
"2533","58",,
"2534","59",,
"2535","59",,
"2536","60",,
"2537","61",,
"2538","52",,
"2539","51",,
"2540","53",,
"2541","54",,
"2542","53",,
"2543","52",,
"2544","53",,
"2545","59",,
"2546","60",,
"2547","56",,
"2548","60",,
"2549","61",,
"2550","62",,
"2551","63",,
"2552","62",,
"2553","54",,
"2554","53",,
"2555","56",,
"2556","57",,
"2557","55",,
"2558","54",,
"2559","55",,
"2560","55",,
"2561","59",,
"2562","60",,
"2563","61",,
"2564","62",,
"2565","64",,
"2566","67",,
"2567","68",,
"2568","65",,
"2569","62",,
"2570","61",,
"2571","55",,
"2572","57",,
"2573","58",,
"2574","54",,
"2575","56",,
"2576","54",,
"2577","56",,
"2578","58",,
"2579","60",,
"2580","62",,
"2581","63",,
"2582","65",,
"2583","69",,
"2584","71",,
"2585","67",,
"2586","63",,
"2587","55",,
"2588","56",,
"2589","57",,
"2590","61",,
"2591","64",,
"2592","66",,
"2593","65",,
"2594","64",,
"2595","66",,
"2596","67",,
"2597","65",,
"2598","55",,
"2599","56",,
"2600","64",,
"2601","63",,
"2602","62",,
"2603","60",,
"2604","56",,
"2605","57",,
"2606","60",,
"2607","62",,
"2608","63",,
"2609","62",,
"2610","61",,
"2611","62",,
"2612","61",,
"2613","60",,
"2614","59",,
"2615","59",,
"2616","57",,
"2617","60",,
"2618","57",,
"2619","58",,
"2620","57",,
"2621","56",,
"2622","57",,
"2623","59",,
"2624","60",,
"2625","61",,
"2626","62",,
"2627","61",,
"2628","60",,
"2629","57",,
"2630","60",,
"2631","61",,
"2632","62",,
"2633","65",,
"2634","67",,
"2635","63",,
"2636","60",,
"2637","63",,
"2638","66",,
"2639","59",,
"2640","60",,
"2641","61",,
"2642","64",,
"2643","64",,
"2644","62",,
"2645","61",,
"2646","62",,
"2647","63",,
"2648","64",,
"2649","63",,
"2650","61",,
"2651","56",,
"2652","62",,
"2653","60",,
"2654","61",,
"2655","63",,
"2656","65",,
"2657","63",,
"2658","62",,
"2659","60",,
"2660","61",,
"2661","62",,
"2662","61",,
"2663","60",,
"2664","61",,
"2665","62",,
"2666","64",,
"2667","67",,
"2668","64",,
"2669","61",,
"2670","62",,
"2671","64",,
"2672","66",,
"2673","63",,
"2674","63",,
"2675","64",,
"2676","63",,
"2677","62",,
"2678","61",,
"2679","62",,
"2680","61",,
"2681","60",,
"2682","61",,
"2683","61",,
"2684","59",,
"2685","59",,
"2686","56",,
"2687","58",,
"2688","57",,
"2689","57",,
